"activitycode_1","activitycode_2","proximity"
"7912Z","7311Z",0.9995
"7912Z","7739Z",0.9995
"7912Z","7911Z",0.0828333333
"7912Z","7912Z",0.2495
"7912Z","7990Z",0.9995
"7912Z","8230Z",0.9995
"7912Z","8551Z",0.9995
"7912Z","9329Z",0.9995
"7990Z","4690Z",0.9995
"7990Z","4778C",0.9995
"7990Z","5520Z",0.9995
"7990Z","5911B",0.9995
"7990Z","6820B",0.9995
"7990Z","6831Z",0.4995
"7990Z","7022Z",0.9995
"7990Z","7490B",0.9995
"7990Z","7911Z",0.1995
"7990Z","7912Z",0.3328333333
"7990Z","7990Z",0.9995
"7990Z","8121Z",0.9995
"7990Z","8230Z",0.2495
"7990Z","9001Z",0.9995
"7990Z","9004Z",0.9995
"7990Z","9329Z",0.9995
"8010Z","4321A",0.1995
"8010Z","4332B",0.9995
"8010Z","4652Z",0.9995
"8010Z","4932Z",0.9995
"8010Z","5610C",0.9995
"8010Z","6630Z",0.9995
"8010Z","6820B",0.4995
"8010Z","7022Z",0.9995
"8010Z","7120B",0.9995
"8010Z","7311Z",0.9995
"8010Z","8010Z",0.3328333333
"8010Z","8020Z",0.0709285714
"8010Z","8299Z",0.4995
"8010Z","8559A",0.9995
"8010Z","9609Z",0.9995
"8020Z","4222Z",0.9995
"8020Z","4321A",0.0828333333
"8020Z","4322B",0.9995
"8020Z","4329B",0.9995
"8020Z","4520A",0.9995
"8020Z","4669C",0.4995
"8020Z","4674A",0.9995
"8020Z","4759B",0.9995
"8020Z","4778C",0.9995
"8020Z","6630Z",0.9995
"8020Z","6820B",0.4995
"8020Z","7010Z",0.9995
"8020Z","7112B",0.4995
"8020Z","7732Z",0.9995
"8020Z","8010Z",0.0583235294
"8020Z","8020Z",0.1661666667
"8020Z","8810A",0.9995
"8030Z","8030Z",0.9995
"8030Z","9609Z",0.9995
"804C","6202A",0.9995
"8110Z","4619A",0.9995
"8110Z","4931Z",0.9995
"8110Z","6820A",0.9995
"8110Z","6820B",0.9995
"8110Z","6831Z",0.4995
"8110Z","6832A",0.9995
"8110Z","7022Z",0.9995
"8110Z","7990Z",0.3328333333
"8110Z","8110Z",0.1995
"8110Z","8121Z",0.9995
"8110Z","8130Z",0.9995
"8110Z","8299Z",0.9995
"8121Z","2041Z",0.9995
"8121Z","2920Z",0.9995
"8121Z","3030Z",0.9995
"8121Z","3312Z",0.9995
"8121Z","3811Z",0.4995
"8121Z","3900Z",0.9995
"8121Z","4110C",0.9995
"8121Z","4120B",0.3328333333
"8121Z","4312A",0.9995
"8121Z","4321A",0.9995
"8121Z","4322A",0.9995
"8121Z","4322B",0.2495
"8121Z","4329A",0.9995
"8121Z","4331Z",0.9995
"8121Z","4332A",0.9995
"8121Z","4333Z",0.2495
"8121Z","4334Z",0.1423571429
"8121Z","4339Z",0.1245
"8121Z","4391B",0.4995
"8121Z","4399C",0.1995
"8121Z","4399D",0.4995
"8121Z","4511Z",0.4995
"8121Z","4519Z",0.9995
"8121Z","4520A",0.2495
"8121Z","4520B",0.9995
"8121Z","4644Z",0.9995
"8121Z","4665Z",0.9995
"8121Z","4729Z",0.9995
"8121Z","4752A",0.9995
"8121Z","4791A",0.9995
"8121Z","4932Z",0.4995
"8121Z","5320Z",0.4995
"8121Z","5510Z",0.9995
"8121Z","5610A",0.9995
"8121Z","5610C",0.9995
"8121Z","6420Z",0.9995
"8121Z","6630Z",0.9995
"8121Z","6810Z",0.3328333333
"8121Z","6820B",0.1106111111
"8121Z","7010Z",0.4995
"8121Z","7022Z",0.3328333333
"8121Z","7490B",0.9995
"8121Z","7711A",0.9995
"8121Z","7729Z",0.9995
"8121Z","7739Z",0.9995
"8121Z","7820Z",0.9995
"8121Z","7990Z",0.9995
"8121Z","8110Z",0.3328333333
"8121Z","8121Z",0.0328333333
"8121Z","8122Z",0.0379615385
"8121Z","8129A",0.1661666667
"8121Z","8129B",0.1423571429
"8121Z","8130Z",0.2495
"8121Z","8211Z",0.9995
"8121Z","8230Z",0.9995
"8121Z","8292Z",0.9995
"8121Z","8299Z",0.3328333333
"8121Z","8810A",0.0995
"8121Z","9609Z",0.1995
"8122Z","2561Z",0.9995
"8122Z","4321A",0.4995
"8122Z","4322B",0.2495
"8122Z","4329A",0.9995
"8122Z","4334Z",0.9995
"8122Z","4391B",0.3328333333
"8122Z","4399A",0.4995
"8122Z","4399D",0.2495
"8122Z","4520A",0.9995
"8122Z","4690Z",0.9995
"8122Z","4791A",0.9995
"8122Z","5223Z",0.9995
"8122Z","5610C",0.9995
"8122Z","7010Z",0.9995
"8122Z","7022Z",0.9995
"8122Z","7112B",0.9995
"8122Z","7490B",0.9995
"8122Z","7830Z",0.9995
"8122Z","8121Z",0.0128333333
"8122Z","8122Z",0.0995
"8122Z","8129A",0.4995
"8122Z","8129B",0.1245
"8122Z","8299Z",0.9995
"8122Z","8810A",0.9995
"8122Z","9601B",0.9995
"8122Z","9609Z",0.9995
"8129A","3700Z",0.4995
"8129A","4329A",0.9995
"8129A","4391B",0.9995
"8129A","4399A",0.9995
"8129A","4759B",0.9995
"8129A","7010Z",0.9995
"8129A","7120B",0.9995
"8129A","7490B",0.9995
"8129A","8121Z",0.3328333333
"8129A","8129A",0.2495
"8129A","8129B",0.4995
"8129B","3299Z",0.9995
"8129B","3811Z",0.4995
"8129B","3900Z",0.9995
"8129B","4120A",0.9995
"8129B","4120B",0.9995
"8129B","4322B",0.9995
"8129B","4333Z",0.4995
"8129B","4399D",0.1995
"8129B","4520A",0.9995
"8129B","4611Z",0.9995
"8129B","4752B",0.4995
"8129B","4776Z",0.9995
"8129B","5221Z",0.9995
"8129B","6420Z",0.3328333333
"8129B","6820B",0.9995
"8129B","7010Z",0.9995
"8129B","7320Z",0.9995
"8129B","8121Z",0.0995
"8129B","8122Z",0.3328333333
"8129B","8129B",0.2495
"8129B","8130Z",0.9995
"8129B","8299Z",0.9995
"8130Z","0119Z",0.9995
"8130Z","0130Z",0.9995
"8130Z","0161Z",0.0828333333
"8130Z","0163Z",0.9995
"8130Z","0220Z",0.9995
"8130Z","0240Z",0.3328333333
"8130Z","0812Z",0.9995
"8130Z","2830Z",0.9995
"8130Z","3312Z",0.9995
"8130Z","3320A",0.9995
"8130Z","3821Z",0.9995
"8130Z","4120B",0.9995
"8130Z","4291Z",0.9995
"8130Z","4299Z",0.9995
"8130Z","4312A",0.1106111111
"8130Z","4312B",0.3328333333
"8130Z","4322A",0.9995
"8130Z","4329B",0.9995
"8130Z","4332A",0.3328333333
"8130Z","4332B",0.9995
"8130Z","4333Z",0.9995
"8130Z","4339Z",0.9995
"8130Z","4391B",0.9995
"8130Z","4399C",0.1661666667
"8130Z","4399D",0.9995
"8130Z","4622Z",0.9995
"8130Z","4649Z",0.9995
"8130Z","4669C",0.9995
"8130Z","4673A",0.9995
"8130Z","4674B",0.9995
"8130Z","4725Z",0.9995
"8130Z","4752A",0.9995
"8130Z","4759A",0.9995
"8130Z","4776Z",0.1423571429
"8130Z","4781Z",0.9995
"8130Z","4791B",0.9995
"8130Z","5520Z",0.4995
"8130Z","5610C",0.4995
"8130Z","6430Z",0.9995
"8130Z","6810Z",0.9995
"8130Z","6820B",0.2495
"8130Z","7022Z",0.9995
"8130Z","7111Z",0.1661666667
"8130Z","7112B",0.4995
"8130Z","7729Z",0.9995
"8130Z","7732Z",0.4995
"8130Z","8121Z",0.2495
"8130Z","8122Z",0.9995
"8130Z","8129B",0.9995
"8130Z","8130Z",0.1106111111
"8130Z","8810A",0.9995
"8130Z","8899B",0.9995
"8130Z","9603Z",0.9995
"8130Z","9609Z",0.9995
"8211Z","1512Z",0.9995
"8211Z","4321A",0.9995
"8211Z","4332A",0.9995
"8211Z","4332C",0.9995
"8211Z","4399A",0.9995
"8211Z","4619B",0.9995
"8211Z","4711B",0.9995
"8211Z","4773Z",0.9995
"8211Z","4778C",0.9995
"8211Z","4789Z",0.9995
"8211Z","4791B",0.9995
"8211Z","4932Z",0.9995
"8211Z","5510Z",0.9995
"8211Z","5520Z",0.4995
"8211Z","5630Z",0.9995
"8211Z","5811Z",0.9995
"8211Z","5920Z",0.9995
"8211Z","6201Z",0.4995
"8211Z","6202A",0.4995
"8211Z","6420Z",0.1995
"8211Z","6630Z",0.1245
"8211Z","6820A",0.9995
"8211Z","6820B",0.4995
"8211Z","6832B",0.9995
"8211Z","6920Z",0.3328333333
"8211Z","7010Z",0.1245
"8211Z","7022Z",0.0828333333
"8211Z","7490A",0.9995
"8211Z","7830Z",0.9995
"8211Z","7990Z",0.9995
"8211Z","8121Z",0.9995
"8211Z","8211Z",0.0449545455
"8211Z","8219Z",0.0709285714
"8211Z","8230Z",0.4995
"8211Z","8299Z",0.0995
"8211Z","8559A",0.2495
"8211Z","8710A",0.1423571429
"8211Z","8730A",0.3328333333
"8211Z","9001Z",0.9995
"8211Z","9524Z",0.9995
"8211Z","9603Z",0.9995
"8211Z","9609Z",0.9995
"8219Z","1812Z",0.2495
"8219Z","1813Z",0.9995
"8219Z","3250A",0.9995
"8219Z","4511Z",0.9995
"8219Z","4618Z",0.9995
"8219Z","4741Z",0.9995
"8219Z","4771Z",0.9995
"8219Z","4778C",0.9995
"8219Z","4941B",0.9995
"8219Z","5210B",0.4995
"8219Z","5621Z",0.9995
"8219Z","6311Z",0.9995
"8219Z","6420Z",0.4995
"8219Z","6630Z",0.9995
"8219Z","6820A",0.9995
"8219Z","6820B",0.3328333333
"8219Z","6832A",0.9995
"8219Z","6920Z",0.9995
"8219Z","7010Z",0.4995
"8219Z","7021Z",0.9995
"8219Z","7022Z",0.3328333333
"8219Z","7112B",0.1661666667
"8219Z","7120B",0.4995
"8219Z","7311Z",0.9995
"8219Z","7410Z",0.4995
"8219Z","7420Z",0.9995
"8219Z","7490B",0.4995
"8219Z","7711A",0.9995
"8219Z","7911Z",0.9995
"8219Z","7990Z",0.9995
"8219Z","8121Z",0.9995
"8219Z","8129A",0.9995
"8219Z","8211Z",0.0995
"8219Z","8219Z",0.0904090909
"8219Z","8220Z",0.1995
"8219Z","8292Z",0.9995
"8219Z","8299Z",0.1106111111
"8219Z","8559B",0.9995
"8219Z","9329Z",0.9995
"8220Z","4322B",0.4995
"8220Z","4329B",0.9995
"8220Z","4332C",0.9995
"8220Z","4511Z",0.9995
"8220Z","4520A",0.9995
"8220Z","4791B",0.9995
"8220Z","5829B",0.9995
"8220Z","6120Z",0.9995
"8220Z","6190Z",0.9995
"8220Z","6201Z",0.4995
"8220Z","6312Z",0.9995
"8220Z","6619B",0.9995
"8220Z","7022Z",0.9995
"8220Z","7311Z",0.9995
"8220Z","7320Z",0.9995
"8220Z","7990Z",0.9995
"8220Z","8211Z",0.9995
"8220Z","8220Z",0.3328333333
"8220Z","8299Z",0.1106111111
"8230Z","1812Z",0.9995
"8230Z","4110A",0.9995
"8230Z","4329B",0.9995
"8230Z","4332C",0.3328333333
"8230Z","4333Z",0.9995
"8230Z","4511Z",0.9995
"8230Z","4638B",0.9995
"8230Z","4643Z",0.9995
"8230Z","4669C",0.9995
"8230Z","4719B",0.9995
"8230Z","4730Z",0.9995
"8230Z","4791A",0.9995
"8230Z","4932Z",0.9995
"8230Z","5610A",0.9995
"8230Z","5610C",0.4995
"8230Z","5621Z",0.2495
"8230Z","5630Z",0.9995
"8230Z","5811Z",0.9995
"8230Z","5814Z",0.9995
"8230Z","5911A",0.9995
"8230Z","5911B",0.9995
"8230Z","6202A",0.9995
"8230Z","6622Z",0.9995
"8230Z","6820B",0.2495
"8230Z","6832A",0.9995
"8230Z","7010Z",0.9995
"8230Z","7021Z",0.2495
"8230Z","7022Z",0.1995
"8230Z","7112B",0.9995
"8230Z","7311Z",0.1661666667
"8230Z","7410Z",0.9995
"8230Z","7490B",0.9995
"8230Z","7711A",0.9995
"8230Z","7721Z",0.9995
"8230Z","7810Z",0.9995
"8230Z","7911Z",0.9995
"8230Z","7912Z",0.9995
"8230Z","8130Z",0.9995
"8230Z","8230Z",0.0828333333
"8230Z","8299Z",0.4995
"8230Z","8551Z",0.9995
"8230Z","8559A",0.4995
"8230Z","8559B",0.4995
"8230Z","9001Z",0.1423571429
"8230Z","9002Z",0.1995
"8230Z","9103Z",0.9995
"8230Z","9312Z",0.9995
"8230Z","9319Z",0.2495
"8230Z","9329Z",0.1661666667
"8291Z","4646Z",0.9995
"8291Z","6619B",0.9995
"8291Z","6810Z",0.9995
"8291Z","7990Z",0.9995
"8291Z","8299Z",0.4995
"8292Z","1102A",0.4995
"8292Z","2042Z",0.9995
"8292Z","2222Z",0.9995
"8292Z","3821Z",0.9995
"8292Z","4531Z",0.9995
"8292Z","4621Z",0.9995
"8292Z","4646Z",0.9995
"8292Z","4773Z",0.9995
"8292Z","4942Z",0.9995
"8292Z","5210A",0.9995
"8292Z","5210B",0.4995
"8292Z","5229B",0.1995
"8292Z","5520Z",0.9995
"8292Z","6202A",0.9995
"8292Z","6420Z",0.9995
"8292Z","6820B",0.9995
"8292Z","8121Z",0.9995
"8292Z","8292Z",0.2495
"8292Z","8299Z",0.9995
"8299Z","0161Z",0.4995
"8299Z","1032Z",0.9995
"8299Z","1394Z",0.9995
"8299Z","1812Z",0.9995
"8299Z","2550B",0.9995
"8299Z","2841Z",0.9995
"8299Z","3311Z",0.9995
"8299Z","3312Z",0.9995
"8299Z","3319Z",0.9995
"8299Z","3832Z",0.9995
"8299Z","4110A",0.4995
"8299Z","4120A",0.2495
"8299Z","4120B",0.9995
"8299Z","4299Z",0.9995
"8299Z","4311Z",0.9995
"8299Z","4322B",0.4995
"8299Z","4331Z",0.9995
"8299Z","4332A",0.1995
"8299Z","4334Z",0.4995
"8299Z","4399C",0.4995
"8299Z","4612B",0.9995
"8299Z","4617A",0.4995
"8299Z","4617B",0.9995
"8299Z","4618Z",0.4995
"8299Z","4619A",0.9995
"8299Z","4619B",0.3328333333
"8299Z","4634Z",0.9995
"8299Z","4638B",0.9995
"8299Z","4639B",0.9995
"8299Z","4646Z",0.9995
"8299Z","4649Z",0.3328333333
"8299Z","4661Z",0.9995
"8299Z","4669C",0.9995
"8299Z","4671Z",0.9995
"8299Z","4673A",0.9995
"8299Z","4673B",0.9995
"8299Z","4674A",0.9995
"8299Z","4677Z",0.9995
"8299Z","4719B",0.9995
"8299Z","4725Z",0.9995
"8299Z","4771Z",0.9995
"8299Z","4773Z",0.9995
"8299Z","4778C",0.4995
"8299Z","4779Z",0.9995
"8299Z","4791B",0.9995
"8299Z","4941A",0.4995
"8299Z","4941B",0.9995
"8299Z","4942Z",0.9995
"8299Z","5110Z",0.9995
"8299Z","5210B",0.9995
"8299Z","5221Z",0.2495
"8299Z","5223Z",0.9995
"8299Z","5229B",0.1995
"8299Z","5510Z",0.9995
"8299Z","5520Z",0.3328333333
"8299Z","5610C",0.9995
"8299Z","5811Z",0.4995
"8299Z","5829B",0.9995
"8299Z","5829C",0.4995
"8299Z","6190Z",0.4995
"8299Z","6201Z",0.2495
"8299Z","6202A",0.1423571429
"8299Z","6311Z",0.4995
"8299Z","6312Z",0.9995
"8299Z","6420Z",0.1995
"8299Z","6619A",0.4995
"8299Z","6622Z",0.3328333333
"8299Z","6630Z",0.4995
"8299Z","6810Z",0.3328333333
"8299Z","6820B",0.1423571429
"8299Z","6831Z",0.1661666667
"8299Z","6832A",0.9995
"8299Z","6920Z",0.9995
"8299Z","7010Z",0.1995
"8299Z","7021Z",0.2495
"8299Z","7022Z",0.0258157895
"8299Z","7111Z",0.9995
"8299Z","7112B",0.1661666667
"8299Z","7120B",0.4995
"8299Z","7219Z",0.3328333333
"8299Z","7311Z",0.2495
"8299Z","7410Z",0.0904090909
"8299Z","7430Z",0.9995
"8299Z","7490A",0.1661666667
"8299Z","7490B",0.1995
"8299Z","7711A",0.9995
"8299Z","7721Z",0.9995
"8299Z","7740Z",0.4995
"8299Z","7912Z",0.4995
"8299Z","7990Z",0.3328333333
"8299Z","8121Z",0.2495
"8299Z","8122Z",0.9995
"8299Z","8130Z",0.9995
"8299Z","8211Z",0.1245
"8299Z","8219Z",0.3328333333
"8299Z","8220Z",0.9995
"8299Z","8230Z",0.0995
"8299Z","8292Z",0.2495
"8299Z","8299Z",0.026527027
"8299Z","8559A",0.1995
"8299Z","8559B",0.4995
"8299Z","8810A",0.9995
"8299Z","9200Z",0.9995
"8299Z","9319Z",0.4995
"8299Z","9522Z",0.9995
"8299Z","9609Z",0.3328333333
"8413Z","4299Z",0.9995
"8430B","6630Z",0.9995
"8430B","7022Z",0.9995
"851A","8610Z",0.9995
"8531Z","8531Z",0.9995
"8532Z","5610A",0.9995
"8532Z","6831Z",0.9995
"8532Z","7022Z",0.9995
"8532Z","8532Z",0.9995
"8532Z","8559A",0.1995
"8532Z","8559B",0.9995
"853J","8542Z",0.9995
"8541Z","4645Z",0.9995
"8542Z","6820B",0.9995
"8542Z","8532Z",0.9995
"8542Z","8542Z",0.9995
"8542Z","8552Z",0.4995
"8542Z","8559A",0.4995
"8542Z","8559B",0.3328333333
"8551Z","0142Z",0.9995
"8551Z","0143Z",0.9995
"8551Z","0162Z",0.9995
"8551Z","3316Z",0.9995
"8551Z","3320B",0.9995
"8551Z","4520A",0.9995
"8551Z","4540Z",0.9995
"8551Z","4669C",0.9995
"8551Z","4764Z",0.4995
"8551Z","5510Z",0.9995
"8551Z","5520Z",0.9995
"8551Z","5610A",0.9995
"8551Z","6420Z",0.4995
"8551Z","7010Z",0.9995
"8551Z","7022Z",0.9995
"8551Z","7912Z",0.9995
"8551Z","8230Z",0.9995
"8551Z","8551Z",0.4995
"8551Z","8552Z",0.9995
"8551Z","8559A",0.2495
"8551Z","8559B",0.9995
"8551Z","9311Z",0.1245
"8551Z","9312Z",0.3328333333
"8551Z","9313Z",0.2495
"8551Z","9319Z",0.2495
"8551Z","9321Z",0.9995
"8551Z","9329Z",0.0828333333
"8551Z","9609Z",0.9995
"8552Z","1419Z",0.9995
"8552Z","4775Z",0.9995
"8552Z","5610A",0.9995
"8552Z","5630Z",0.9995
"8552Z","7490B",0.9995
"8552Z","8230Z",0.9995
"8552Z","8551Z",0.3328333333
"8552Z","8552Z",0.4995
"8552Z","8559A",0.9995
"8552Z","8559B",0.9995
"8552Z","9329Z",0.9995
"8553Z","0322Z",0.9995
"8553Z","3316Z",0.9995
"8553Z","4322A",0.9995
"8553Z","4540Z",0.9995
"8553Z","4776Z",0.9995
"8553Z","4932Z",0.9995
"8553Z","4941A",0.9995
"8553Z","5110Z",0.4995
"8553Z","6202A",0.9995
"8553Z","6820B",0.9995
"8553Z","7112B",0.9995
"8553Z","7711A",0.9995
"8553Z","8121Z",0.9995
"8553Z","8532Z",0.9995
"8553Z","8551Z",0.1995
"8553Z","8553Z",0.3328333333
"8553Z","8559A",0.9995
"8553Z","8559B",0.9995
"8553Z","9319Z",0.9995
"8559A","0161Z",0.9995
"8559A","0162Z",0.9995
"8559A","0729Z",0.9995
"8559A","4120B",0.9995
"8559A","4520A",0.9995
"8559A","4531Z",0.9995
"8559A","4614Z",0.9995
"8559A","4618Z",0.9995
"8559A","4634Z",0.3328333333
"8559A","4645Z",0.9995
"8559A","4651Z",0.9995
"8559A","4662Z",0.9995
"8559A","4677Z",0.9995
"8559A","4690Z",0.9995
"8559A","4724Z",0.9995
"8559A","4791A",0.9995
"8559A","5510Z",0.9995
"8559A","5520Z",0.3328333333
"8559A","5610C",0.9995
"8559A","5621Z",0.4995
"8559A","5811Z",0.9995
"8559A","5829C",0.2495
"8559A","5911B",0.9995
"8559A","6120Z",0.9995
"8559A","6202A",0.4995
"8559A","6203Z",0.9995
"8559A","6312Z",0.9995
"8559A","6420Z",0.4995
"8559A","6619B",0.3328333333
"8559A","6820A",0.4995
"8559A","6820B",0.9995
"8559A","6831Z",0.9995
"8559A","6920Z",0.9995
"8559A","7022Z",0.03075
"8559A","7112B",0.1995
"8559A","7420Z",0.9995
"8559A","7490B",0.4995
"8559A","8121Z",0.9995
"8559A","8211Z",0.9995
"8559A","8219Z",0.9995
"8559A","8230Z",0.1995
"8559A","8299Z",0.4995
"8559A","8531Z",0.9995
"8559A","8532Z",0.9995
"8559A","8542Z",0.3328333333
"8559A","8551Z",0.4995
"8559A","8552Z",0.9995
"8559A","8553Z",0.3328333333
"8559A","8559A",0.0661666667
"8559A","8559B",0.0583235294
"8559A","8690F",0.4995
"8559A","8891A",0.9995
"8559A","8899B",0.9995
"8559A","9001Z",0.9995
"8559A","9329Z",0.4995
"8559A","9602A",0.4995
"8559A","9604Z",0.9995
"8559A","9609Z",0.1995
"8559B","1419Z",0.9995
"8559B","3312Z",0.9995
"8559B","4618Z",0.9995
"8559B","4637Z",0.9995
"8559B","4638B",0.9995
"8559B","4669B",0.9995
"8559B","4778C",0.9995
"8559B","5510Z",0.9995
"8559B","5590Z",0.9995
"8559B","5610A",0.9995
"8559B","5621Z",0.2495
"8559B","5829B",0.9995
"8559B","5829C",0.9995
"8559B","6201Z",0.3328333333
"8559B","6202A",0.4995
"8559B","6820B",0.9995
"8559B","7021Z",0.9995
"8559B","7022Z",0.1995
"8559B","7112B",0.9995
"8559B","7219Z",0.9995
"8559B","7490B",0.9995
"8559B","7711A",0.9995
"8559B","7911Z",0.9995
"8559B","8010Z",0.9995
"8559B","8230Z",0.4995
"8559B","8531Z",0.9995
"8559B","8532Z",0.9995
"8559B","8542Z",0.4995
"8559B","8551Z",0.4995
"8559B","8552Z",0.4995
"8559B","8559A",0.0449545455
"8559B","8559B",0.062
"8559B","8810A",0.9995
"8559B","8891A",0.9995
"8559B","9311Z",0.9995
"8559B","9313Z",0.9995
"8559B","9319Z",0.9995
"8559B","9329Z",0.9995
"8559B","9602A",0.9995
"8559B","9602B",0.9995
"8559B","9609Z",0.4995
"8560Z","6820B",0.9995
"8560Z","7021Z",0.9995
"8560Z","8559A",0.9995
"8560Z","8690F",0.9995
"8560Z","8899B",0.9995
"8610Z","6630Z",0.9995
"8610Z","6820B",0.4995
"8610Z","8610Z",0.9995
"8610Z","8622A",0.9995
"8610Z","8710A",0.9995
"8610Z","9604Z",0.9995
"8621Z","3315Z",0.9995
"8621Z","6630Z",0.9995
"8621Z","8621Z",0.9995
"8622A","1813Z",0.9995
"8622A","8622A",0.9995
"8622A","8622C",0.9995
"8622C","8622C",0.9995
"8690A","4520A",0.9995
"8690A","4646Z",0.9995
"8690A","4932Z",0.0495
"8690A","5221Z",0.9995
"8690A","6420Z",0.9995
"8690A","6820A",0.9995
"8690A","6820B",0.4995
"8690A","7022Z",0.4995
"8690A","8211Z",0.9995
"8690A","8690A",0.9995
"8690A","9524Z",0.9995
"8690A","9603Z",0.4995
"8690B","6420Z",0.9995
"8690B","7120B",0.9995
"8690B","7490B",0.9995
"8690D","8559A",0.9995
"8690D","8690E",0.9995
"8690E","4774Z",0.2495
"8690E","8230Z",0.9995
"8690E","8559A",0.9995
"8690E","8690E",0.4995
"8690E","8690F",0.9995
"8690F","4729Z",0.9995
"8690F","4773Z",0.9995
"8690F","4778C",0.9995
"8690F","4789Z",0.9995
"8690F","5811Z",0.9995
"8690F","5829C",0.9995
"8690F","5920Z",0.9995
"8690F","6630Z",0.9995
"8690F","6820B",0.9995
"8690F","7739Z",0.9995
"8690F","8230Z",0.4995
"8690F","8559A",0.9995
"8690F","8559B",0.9995
"8690F","8690E",0.9995
"8690F","8690F",0.3328333333
"8690F","8810A",0.9995
"8690F","8899B",0.9995
"8690F","9319Z",0.9995
"8690F","9602B",0.4995
"8690F","9604Z",0.1423571429
"8690F","9609Z",0.2495
"8710A","5510Z",0.9995
"8710A","6820B",0.1106111111
"8710A","8219Z",0.9995
"8710A","8710A",0.9995
"8710A","8730A",0.1245
"8710A","8810B",0.9995
"8730A","5510Z",0.9995
"8730A","8710A",0.0170438596
"8730A","8730A",0.2495
"8810A","4321A",0.9995
"8810A","4329B",0.9995
"8810A","4791B",0.9995
"8810A","5610C",0.9995
"8810A","6201Z",0.9995
"8810A","6420Z",0.4995
"8810A","7022Z",0.9995
"8810A","7729Z",0.9995
"8810A","8121Z",0.1245
"8810A","8122Z",0.9995
"8810A","8610Z",0.9995
"8810A","8690D",0.9995
"8810A","8720A",0.9995
"8810A","8810A",0.3328333333
"8810A","8891A",0.4995
"8810A","9609Z",0.1995
"8810B","8559A",0.9995
"8810C","4333Z",0.9995
"8810C","4690Z",0.9995
"8810C","8219Z",0.9995
"8810C","8810A",0.9995
"8891A","6820A",0.9995
"8891A","7022Z",0.9995
"8891A","7721Z",0.9995
"8891A","7912Z",0.9995
"8891A","8810A",0.4995
"8891A","8891A",0.9995
"8891A","9329Z",0.9995
"8899A","5520Z",0.9995
"8899B","4520A",0.9995
"8899B","5621Z",0.9995
"8899B","7022Z",0.9995
"8899B","7112B",0.9995
"8899B","7410Z",0.9995
"8899B","8299Z",0.9995
"8899B","8622C",0.9995
"8899B","8810A",0.9995
"8899B","8899B",0.2495
"9001Z","4110A",0.9995
"9001Z","4634Z",0.9995
"9001Z","5610A",0.9995
"9001Z","5630Z",0.9995
"9001Z","5911A",0.4995
"9001Z","5911B",0.4995
"9001Z","5920Z",0.3328333333
"9001Z","7021Z",0.4995
"9001Z","7112B",0.9995
"9001Z","7810Z",0.9995
"9001Z","8230Z",0.4995
"9001Z","8299Z",0.9995
"9001Z","8559A",0.9995
"9001Z","9001Z",0.2495
"9001Z","9002Z",0.1106111111
"9001Z","9003A",0.4995
"9001Z","9004Z",0.1995
"9001Z","9321Z",0.9995
"9001Z","9329Z",0.4995
"9002Z","3320D",0.9995
"9002Z","4332C",0.9995
"9002Z","5911A",0.3328333333
"9002Z","5911B",0.9995
"9002Z","5911C",0.9995
"9002Z","5920Z",0.9995
"9002Z","6820B",0.9995
"9002Z","7010Z",0.9995
"9002Z","7022Z",0.9995
"9002Z","7112B",0.4995
"9002Z","7311Z",0.9995
"9002Z","7490B",0.3328333333
"9002Z","7711A",0.9995
"9002Z","7729Z",0.9995
"9002Z","8299Z",0.9995
"9002Z","8559B",0.9995
"9002Z","9001Z",0.0995
"9002Z","9002Z",0.1245
"9002Z","9004Z",0.4995
"9002Z","9329Z",0.9995
"9003A","2561Z",0.9995
"9003A","4778C",0.4995
"9003A","7410Z",0.9995
"9003A","9003A",0.4995
"9003A","9003B",0.9995
"9003B","5911B",0.9995
"9003B","6202A",0.9995
"9003B","6820B",0.9995
"9003B","9003B",0.3328333333
"9004Z","5914Z",0.4995
"9004Z","6820B",0.9995
"9004Z","7990Z",0.9995
"9004Z","8230Z",0.4995
"9004Z","9001Z",0.4995
"9004Z","9002Z",0.3328333333
"9004Z","9329Z",0.4995
"9102Z","9102Z",0.9995
"9102Z","9329Z",0.9995
"9103Z","9003B",0.9995
"9104Z","9103Z",0.9995
"9104Z","9104Z",0.9995
"9104Z","9329Z",0.9995
"9200Z","4711B",0.9995
"9200Z","4751Z",0.9995
"9200Z","5610A",0.9995
"9200Z","6820B",0.9995
"9200Z","9200Z",0.9995
"921A","6630Z",0.9995
"921G","6420Z",0.9995
"926A","926A",0.9995
"930E","7010Z",0.9995
"9311Z","4729Z",0.9995
"9311Z","4939C",0.9995
"9311Z","5610A",0.2495
"9311Z","5610C",0.9995
"9311Z","5630Z",0.9995
"9311Z","6820A",0.9995
"9311Z","6820B",0.4995
"9311Z","7112B",0.9995
"9311Z","9311Z",0.3328333333
"9311Z","9312Z",0.9995
"9311Z","9313Z",0.2495
"9311Z","9319Z",0.9995
"9311Z","9329Z",0.1995
"9311Z","9604Z",0.4995
"9312Z","4764Z",0.9995
"9312Z","4791B",0.9995
"9312Z","5610A",0.9995
"9312Z","6820B",0.4995
"9312Z","7120B",0.9995
"9312Z","8551Z",0.1995
"9312Z","8552Z",0.9995
"9312Z","8559B",0.9995
"9312Z","9311Z",0.2495
"9312Z","9313Z",0.4995
