"activitycode_1","activitycode_2","proximity"
"7112A","6820B",0.9995
"7112A","7111Z",0.9995
"7112A","7112B",0.4995
"7112A","7120B",0.4995
"7112A","7490A",0.9995
"7112A","9609Z",0.9995
"7112B","1061A",0.9995
"7112B","1105Z",0.9995
"7112B","1512Z",0.9995
"7112B","1623Z",0.9995
"7112B","1812Z",0.9995
"7112B","2011Z",0.9995
"7112B","2059Z",0.9995
"7112B","2219Z",0.9995
"7112B","2222Z",0.9995
"7112B","2229A",0.2495
"7112B","2370Z",0.9995
"7112B","2511Z",0.9995
"7112B","2550B",0.4995
"7112B","2562B",0.1661666667
"7112B","2573A",0.9995
"7112B","2573B",0.9995
"7112B","2599B",0.4995
"7112B","2611Z",0.3328333333
"7112B","2612Z",0.9995
"7112B","2630Z",0.3328333333
"7112B","2651B",0.4995
"7112B","2660Z",0.9995
"7112B","2711Z",0.4995
"7112B","2712Z",0.9995
"7112B","2733Z",0.9995
"7112B","2790Z",0.3328333333
"7112B","2811Z",0.9995
"7112B","2812Z",0.4995
"7112B","2822Z",0.9995
"7112B","2825Z",0.9995
"7112B","2829A",0.9995
"7112B","2829B",0.4995
"7112B","2830Z",0.9995
"7112B","2841Z",0.9995
"7112B","2892Z",0.9995
"7112B","2893Z",0.9995
"7112B","2896Z",0.4995
"7112B","2899B",0.1245
"7112B","3011Z",0.4995
"7112B","3250A",0.9995
"7112B","3312Z",0.3328333333
"7112B","3314Z",0.9995
"7112B","3319Z",0.9995
"7112B","3320C",0.9995
"7112B","3511Z",0.0828333333
"7112B","3530Z",0.4995
"7112B","3700Z",0.9995
"7112B","4110A",0.2495
"7112B","4110C",0.3328333333
"7112B","4120A",0.0904090909
"7112B","4120B",0.1245
"7112B","4211Z",0.4995
"7112B","4222Z",0.2495
"7112B","4299Z",0.1423571429
"7112B","4321A",0.062
"7112B","4322A",0.9995
"7112B","4322B",0.1661666667
"7112B","4329A",0.1995
"7112B","4329B",0.9995
"7112B","4331Z",0.4995
"7112B","4332A",0.1661666667
"7112B","4332B",0.4995
"7112B","4332C",0.9995
"7112B","4333Z",0.9995
"7112B","4339Z",0.4995
"7112B","4391A",0.9995
"7112B","4391B",0.9995
"7112B","4399A",0.4995
"7112B","4399C",0.2495
"7112B","4399D",0.4995
"7112B","4511Z",0.9995
"7112B","4540Z",0.9995
"7112B","4613Z",0.9995
"7112B","4619B",0.9995
"7112B","4643Z",0.4995
"7112B","4645Z",0.9995
"7112B","4646Z",0.9995
"7112B","4649Z",0.9995
"7112B","4651Z",0.9995
"7112B","4669A",0.2495
"7112B","4669B",0.1423571429
"7112B","4669C",0.2495
"7112B","4673A",0.3328333333
"7112B","4675Z",0.9995
"7112B","4676Z",0.9995
"7112B","4690Z",0.4995
"7112B","4752A",0.9995
"7112B","4759B",0.9995
"7112B","4771Z",0.9995
"7112B","4791B",0.9995
"7112B","5610A",0.9995
"7112B","5621Z",0.9995
"7112B","5829B",0.9995
"7112B","5829C",0.4995
"7112B","5911B",0.9995
"7112B","6120Z",0.9995
"7112B","6190Z",0.2495
"7112B","6201Z",0.3328333333
"7112B","6202A",0.0449545455
"7112B","6203Z",0.9995
"7112B","6311Z",0.9995
"7112B","6420Z",0.0995
"7112B","6619B",0.9995
"7112B","6621Z",0.2495
"7112B","6622Z",0.9995
"7112B","6630Z",0.3328333333
"7112B","6810Z",0.3328333333
"7112B","6820B",0.2495
"7112B","6831Z",0.9995
"7112B","6832A",0.9995
"7112B","7010Z",0.1423571429
"7112B","7021Z",0.9995
"7112B","7022Z",0.0272777778
"7112B","7111Z",0.0429782609
"7112B","7112A",0.9995
"7112B","7112B",0.0164491525
"7112B","7120A",0.9995
"7112B","7120B",0.1106111111
"7112B","7211Z",0.4995
"7112B","7219Z",0.3328333333
"7112B","7311Z",0.9995
"7112B","7410Z",0.0904090909
"7112B","7490A",0.0709285714
"7112B","7490B",0.0764230769
"7112B","7721Z",0.9995
"7112B","7739Z",0.9995
"7112B","7830Z",0.0995
"7112B","8121Z",0.9995
"7112B","8122Z",0.9995
"7112B","8130Z",0.4995
"7112B","8211Z",0.3328333333
"7112B","8230Z",0.3328333333
"7112B","8292Z",0.9995
"7112B","8299Z",0.1995
"7112B","8532Z",0.9995
"7112B","8559A",0.1423571429
"7112B","8690F",0.9995
"7112B","9002Z",0.2495
"7112B","9313Z",0.9995
"7112B","9319Z",0.9995
"711B","6010Z",0.9995
"711B","6831Z",0.9995
"711B","9604Z",0.9995
"7120A","2651B",0.9995
"7120A","3511Z",0.9995
"7120A","4110A",0.9995
"7120A","4312B",0.9995
"7120A","4321A",0.9995
"7120A","4332B",0.9995
"7120A","4511Z",0.4995
"7120A","4520A",0.3328333333
"7120A","4730Z",0.9995
"7120A","6621Z",0.9995
"7120A","6630Z",0.3328333333
"7120A","6810Z",0.9995
"7120A","6820A",0.9995
"7120A","6820B",0.1423571429
"7120A","7112B",0.9995
"7120A","7120A",0.4995
"7120A","7120B",0.9995
"7120A","7490B",0.4995
"7120A","8211Z",0.9995
"7120A","8690F",0.9995
"7120B","2573B",0.9995
"7120B","2651B",0.9995
"7120B","3312Z",0.9995
"7120B","3700Z",0.9995
"7120B","3832Z",0.9995
"7120B","4221Z",0.9995
"7120B","4321A",0.4995
"7120B","4322B",0.9995
"7120B","4399C",0.4995
"7120B","4399D",0.9995
"7120B","4613Z",0.9995
"7120B","4661Z",0.9995
"7120B","5911B",0.9995
"7120B","6201Z",0.9995
"7120B","6621Z",0.4995
"7120B","6630Z",0.9995
"7120B","6810Z",0.9995
"7120B","6820B",0.3328333333
"7120B","6831Z",0.2495
"7120B","6910Z",0.9995
"7120B","7010Z",0.4995
"7120B","7022Z",0.2495
"7120B","7112B",0.0521315789
"7120B","7120A",0.9995
"7120B","7120B",0.1106111111
"7120B","7420Z",0.9995
"7120B","7490A",0.9995
"7120B","7490B",0.0995
"7120B","7830Z",0.4995
"7120B","7990Z",0.9995
"7120B","8129A",0.9995
"7120B","8553Z",0.9995
"7120B","8559A",0.9995
"713G","7022Z",0.9995
"7211Z","1061A",0.9995
"7211Z","2120Z",0.9995
"7211Z","4741Z",0.9995
"7211Z","6201Z",0.9995
"7211Z","7010Z",0.9995
"7211Z","7120B",0.9995
"7211Z","7211Z",0.4995
"7211Z","7219Z",0.9995
"7211Z","7739Z",0.9995
"7219Z","2611Z",0.9995
"7219Z","3291Z",0.9995
"7219Z","3320A",0.9995
"7219Z","4639B",0.9995
"7219Z","4645Z",0.9995
"7219Z","6201Z",0.9995
"7219Z","7112B",0.3328333333
"7219Z","7219Z",0.4995
"7219Z","7220Z",0.9995
"7219Z","7490B",0.9995
"7219Z","8559A",0.9995
"721Z","4764Z",0.9995
"721Z","6622Z",0.9995
"7220Z","8230Z",0.9995
"7220Z","8559A",0.4995
"7220Z","9329Z",0.9995
"722A","6420Z",0.9995
"722C","5911C",0.9995
"722C","8891A",0.9995
"723Z","5911C",0.9995
"7311Z","1102A",0.9995
"7311Z","1392Z",0.9995
"7311Z","1623Z",0.9995
"7311Z","1721B",0.9995
"7311Z","1812Z",0.4995
"7311Z","1813Z",0.4995
"7311Z","2790Z",0.9995
"7311Z","4120A",0.9995
"7311Z","4321A",0.9995
"7311Z","4322B",0.9995
"7311Z","4329B",0.9995
"7311Z","4332A",0.9995
"7311Z","4332C",0.9995
"7311Z","4520A",0.9995
"7311Z","4618Z",0.9995
"7311Z","4619B",0.9995
"7311Z","4634Z",0.9995
"7311Z","4639B",0.9995
"7311Z","4642Z",0.4995
"7311Z","4649Z",0.9995
"7311Z","4652Z",0.9995
"7311Z","4665Z",0.9995
"7311Z","4690Z",0.4995
"7311Z","4719B",0.2495
"7311Z","4759B",0.9995
"7311Z","4771Z",0.9995
"7311Z","4772A",0.0429782609
"7311Z","4776Z",0.9995
"7311Z","4778C",0.3328333333
"7311Z","4791B",0.4995
"7311Z","4941A",0.9995
"7311Z","5610C",0.4995
"7311Z","5630Z",0.9995
"7311Z","5811Z",0.3328333333
"7311Z","5814Z",0.9995
"7311Z","5819Z",0.9995
"7311Z","5821Z",0.9995
"7311Z","5911A",0.9995
"7311Z","5911B",0.1995
"7311Z","5911C",0.9995
"7311Z","5920Z",0.4995
"7311Z","6010Z",0.9995
"7311Z","6201Z",0.2495
"7311Z","6202A",0.4995
"7311Z","6209Z",0.9995
"7311Z","6311Z",0.9995
"7311Z","6420Z",0.9995
"7311Z","6820B",0.2495
"7311Z","7010Z",0.4995
"7311Z","7021Z",0.0495
"7311Z","7022Z",0.1106111111
"7311Z","7112B",0.9995
"7311Z","7120B",0.9995
"7311Z","7311Z",0.0317580645
"7311Z","7312Z",0.0280714286
"7311Z","7320Z",0.3328333333
"7311Z","7410Z",0.1423571429
"7311Z","7420Z",0.4995
"7311Z","7490B",0.9995
"7311Z","7711A",0.4995
"7311Z","7739Z",0.9995
"7311Z","7740Z",0.9995
"7311Z","7830Z",0.9995
"7311Z","7990Z",0.1661666667
"7311Z","8020Z",0.9995
"7311Z","8211Z",0.9995
"7311Z","8220Z",0.2495
"7311Z","8230Z",0.0328333333
"7311Z","8299Z",0.2495
"7311Z","8551Z",0.9995
"7311Z","8559A",0.2495
"7311Z","8559B",0.4995
"7311Z","9001Z",0.4995
"7311Z","9002Z",0.4995
"7311Z","9102Z",0.9995
"7311Z","9319Z",0.2495
"7311Z","9329Z",0.2495
"7311Z","9609Z",0.4995
"7312Z","1812Z",0.9995
"7312Z","1813Z",0.9995
"7312Z","4329B",0.9995
"7312Z","4332A",0.4995
"7312Z","4619B",0.4995
"7312Z","4651Z",0.9995
"7312Z","4791B",0.9995
"7312Z","4941A",0.9995
"7312Z","5610C",0.9995
"7312Z","5621Z",0.9995
"7312Z","5814Z",0.4995
"7312Z","5911A",0.9995
"7312Z","6312Z",0.9995
"7312Z","6420Z",0.9995
"7312Z","7021Z",0.3328333333
"7312Z","7022Z",0.9995
"7312Z","7112B",0.9995
"7312Z","7311Z",0.0471190476
"7312Z","7312Z",0.1423571429
"7312Z","7410Z",0.9995
"7312Z","7721Z",0.9995
"7312Z","8230Z",0.3328333333
"7312Z","8559A",0.9995
"7320Z","1105Z",0.9995
"7320Z","1812Z",0.9995
"7320Z","4617B",0.9995
"7320Z","4649Z",0.9995
"7320Z","4791A",0.9995
"7320Z","6201Z",0.9995
"7320Z","6202A",0.4995
"7320Z","6619B",0.9995
"7320Z","7010Z",0.9995
"7320Z","7021Z",0.2495
"7320Z","7022Z",0.0495
"7320Z","7111Z",0.9995
"7320Z","7112B",0.9995
"7320Z","7320Z",0.1245
"7320Z","7490B",0.4995
"7320Z","8211Z",0.9995
"7320Z","8220Z",0.4995
"7320Z","8230Z",0.4995
"7320Z","8730A",0.9995
"7320Z","9319Z",0.9995
"7410Z","1399Z",0.4995
"7410Z","1413Z",0.9995
"7410Z","1419Z",0.4995
"7410Z","1512Z",0.9995
"7410Z","1812Z",0.9995
"7410Z","1813Z",0.1661666667
"7410Z","2223Z",0.9995
"7410Z","2511Z",0.9995
"7410Z","2640Z",0.9995
"7410Z","2829A",0.9995
"7410Z","3101Z",0.9995
"7410Z","3109B",0.9995
"7410Z","3212Z",0.9995
"7410Z","3213Z",0.9995
"7410Z","3299Z",0.9995
"7410Z","4120B",0.9995
"7410Z","4321A",0.9995
"7410Z","4329A",0.9995
"7410Z","4329B",0.9995
"7410Z","4332A",0.2495
"7410Z","4332C",0.9995
"7410Z","4333Z",0.4995
"7410Z","4334Z",0.3328333333
"7410Z","4339Z",0.9995
"7410Z","4399C",0.9995
"7410Z","4399D",0.9995
"7410Z","4520A",0.9995
"7410Z","4647Z",0.9995
"7410Z","4649Z",0.9995
"7410Z","4669C",0.4995
"7410Z","4673B",0.9995
"7410Z","4759A",0.1423571429
"7410Z","4771Z",0.9995
"7410Z","4778C",0.4995
"7410Z","4791B",0.9995
"7410Z","4799B",0.9995
"7410Z","5520Z",0.9995
"7410Z","5811Z",0.9995
"7410Z","5814Z",0.9995
"7410Z","5819Z",0.9995
"7410Z","5829C",0.4995
"7410Z","5911A",0.9995
"7410Z","5911B",0.4995
"7410Z","5920Z",0.9995
"7410Z","6201Z",0.1661666667
"7410Z","6202A",0.9995
"7410Z","6420Z",0.9995
"7410Z","6810Z",0.3328333333
"7410Z","6820B",0.4995
"7410Z","6831Z",0.1995
"7410Z","7010Z",0.4995
"7410Z","7022Z",0.4995
"7410Z","7111Z",0.062
"7410Z","7112B",0.9995
"7410Z","7311Z",0.2495
"7410Z","7312Z",0.9995
"7410Z","7410Z",0.0411666667
"7410Z","7420Z",0.9995
"7410Z","7490A",0.9995
"7410Z","7490B",0.4995
"7410Z","7729Z",0.9995
"7410Z","8230Z",0.2495
"7410Z","8299Z",0.9995
"7410Z","8559A",0.4995
"7410Z","9003A",0.4995
"7410Z","9329Z",0.9995
"7410Z","9524Z",0.9995
"7410Z","9609Z",0.9995
"741C","7022Z",0.9995
"741C","741C",0.9995
"741E","5811Z",0.9995
"741G","1413Z",0.9995
"741G","5610A",0.9995
"741G","5911B",0.9995
"741G","6201Z",0.9995
"741G","6820A",0.9995
"741G","7022Z",0.4995
"741G","7111Z",0.9995
"741G","7112B",0.9995
"741G","7912Z",0.9995
"741G","8211Z",0.9995
"741J","4690Z",0.9995
"741J","4729Z",0.4995
"741J","4771Z",0.9995
"741J","5610C",0.9995
"741J","5819Z",0.9995
"741J","5911B",0.9995
"741J","6201Z",0.4995
"741J","6619B",0.9995
"741J","6622Z",0.9995
"741J","7022Z",0.9995
"741J","7112B",0.9995
"7420Z","4322A",0.9995
"7420Z","4322B",0.9995
"7420Z","4643Z",0.9995
"7420Z","4652Z",0.9995
"7420Z","4690Z",0.9995
"7420Z","4725Z",0.9995
"7420Z","4743Z",0.9995
"7420Z","4771Z",0.9995
"7420Z","4778A",0.9995
"7420Z","4778C",0.4995
"7420Z","4791B",0.9995
"7420Z","5510Z",0.9995
"7420Z","5610A",0.9995
"7420Z","5814Z",0.9995
"7420Z","5911A",0.9995
"7420Z","5911B",0.4995
"7420Z","6202A",0.4995
"7420Z","6820B",0.4995
"7420Z","6831Z",0.4995
"7420Z","7022Z",0.9995
"7420Z","7112A",0.9995
"7420Z","7112B",0.9995
"7420Z","7311Z",0.9995
"7420Z","7420Z",0.1661666667
"7420Z","7430Z",0.4995
"7420Z","7490B",0.9995
"7420Z","8559A",0.9995
"742C","7022Z",0.9995
"742C","7112B",0.9995
"7430Z","4120A",0.9995
"7430Z","4634Z",0.9995
"7430Z","6820B",0.9995
"7430Z","6831Z",0.9995
"7430Z","7990Z",0.9995
"7430Z","8211Z",0.9995
"7430Z","8299Z",0.4995
"7430Z","8559A",0.9995
"743A","6820B",0.9995
"744B","7311Z",0.9995
"748F","6420Z",0.9995
"748K","6420Z",0.9995
"748K","7022Z",0.9995
"7490A","0128Z",0.9995
"7490A","4110A",0.1995
"7490A","4110B",0.9995
"7490A","4120A",0.2495
"7490A","4120B",0.2495
"7490A","4211Z",0.9995
"7490A","4321A",0.9995
"7490A","4322B",0.9995
"7490A","4329B",0.9995
"7490A","4331Z",0.9995
"7490A","4332A",0.9995
"7490A","4332B",0.9995
"7490A","4332C",0.9995
"7490A","4339Z",0.9995
"7490A","4399C",0.3328333333
"7490A","4399D",0.9995
"7490A","4651Z",0.9995
"7490A","4752B",0.9995
"7490A","4759B",0.9995
"7490A","6420Z",0.9995
"7490A","6820A",0.9995
"7490A","6820B",0.9995
"7490A","6831Z",0.4995
"7490A","7010Z",0.3328333333
"7490A","7022Z",0.4995
"7490A","7111Z",0.0471190476
"7490A","7112B",0.0126578947
"7490A","7120B",0.9995
"7490A","7410Z",0.9995
"7490A","7490A",0.0583235294
"7490A","7490B",0.2495
"7490A","8121Z",0.9995
"7490B","0149Z",0.9995
"7490B","1102B",0.9995
"7490B","1723Z",0.9995
"7490B","1812Z",0.9995
"7490B","2014Z",0.9995
"7490B","2051Z",0.9995
"7490B","2612Z",0.9995
"7490B","2620Z",0.9995
"7490B","2651B",0.9995
"7490B","2815Z",0.9995
"7490B","2899B",0.9995
"7490B","3320C",0.9995
"7490B","3511Z",0.3328333333
"7490B","3530Z",0.9995
"7490B","3811Z",0.9995
"7490B","3821Z",0.4995
"7490B","4110A",0.9995
"7490B","4120A",0.9995
"7490B","4299Z",0.9995
"7490B","4321A",0.4995
"7490B","4322B",0.4995
"7490B","4332A",0.4995
"7490B","4332B",0.9995
"7490B","4399C",0.9995
"7490B","4511Z",0.9995
"7490B","4520A",0.9995
"7490B","4532Z",0.9995
"7490B","4616Z",0.9995
"7490B","4617B",0.9995
"7490B","4619A",0.4995
"7490B","4619B",0.3328333333
"7490B","4621Z",0.9995
"7490B","4634Z",0.4995
"7490B","4651Z",0.9995
"7490B","4652Z",0.9995
"7490B","4669B",0.4995
"7490B","4677Z",0.9995
"7490B","4711B",0.9995
"7490B","4725Z",0.4995
"7490B","4759A",0.9995
"7490B","4776Z",0.9995
"7490B","4778C",0.4995
"7490B","4791A",0.9995
"7490B","5210B",0.9995
"7490B","5223Z",0.4995
"7490B","5610A",0.4995
"7490B","5630Z",0.9995
"7490B","5811Z",0.4995
"7490B","5829C",0.9995
"7490B","5911A",0.9995
"7490B","5913A",0.9995
"7490B","5914Z",0.9995
"7490B","5920Z",0.3328333333
"7490B","6201Z",0.9995
"7490B","6202A",0.4995
"7490B","6203Z",0.9995
"7490B","6420Z",0.9995
"7490B","6612Z",0.9995
"7490B","6630Z",0.3328333333
"7490B","6810Z",0.9995
"7490B","6820B",0.3328333333
"7490B","6831Z",0.1995
"7490B","6910Z",0.9995
"7490B","7010Z",0.9995
"7490B","7021Z",0.2495
"7490B","7022Z",0.0471190476
"7490B","7111Z",0.3328333333
"7490B","7112B",0.0521315789
"7490B","7120B",0.1423571429
"7490B","7211Z",0.3328333333
"7490B","7219Z",0.4995
"7490B","7311Z",0.2495
"7490B","7312Z",0.9995
"7490B","7320Z",0.9995
"7490B","7410Z",0.3328333333
"7490B","7430Z",0.9995
"7490B","7490B",0.0317580645
"7490B","7739Z",0.9995
"7490B","7740Z",0.3328333333
"7490B","7830Z",0.9995
"7490B","7912Z",0.9995
"7490B","7990Z",0.9995
"7490B","8020Z",0.4995
"7490B","8230Z",0.2495
"7490B","8292Z",0.9995
"7490B","8299Z",0.1995
"7490B","8559A",0.1423571429
"7490B","8559B",0.3328333333
"7490B","8690F",0.3328333333
"7490B","9002Z",0.3328333333
"7490B","9319Z",0.9995
"7490B","9329Z",0.9995
"7490B","9604Z",0.9995
"7500Z","5520Z",0.9995
"7500Z","8551Z",0.9995
"7711A","0161Z",0.9995
"7711A","4321A",0.9995
"7711A","4511Z",0.0495
"7711A","4519Z",0.9995
"7711A","4520A",0.2495
"7711A","4531Z",0.9995
"7711A","4644Z",0.9995
"7711A","4711E",0.9995
"7711A","4771Z",0.9995
"7711A","4932Z",0.1995
"7711A","4939A",0.9995
"7711A","4939B",0.4995
"7711A","4941A",0.4995
"7711A","4941B",0.2495
"7711A","5110Z",0.9995
"7711A","5510Z",0.9995
"7711A","6430Z",0.9995
"7711A","6630Z",0.3328333333
"7711A","6810Z",0.9995
"7711A","6832A",0.9995
"7711A","7010Z",0.9995
"7711A","7022Z",0.9995
"7711A","7112B",0.9995
"7711A","7711A",0.0661666667
"7711A","7711B",0.0904090909
"7711A","7712Z",0.0828333333
"7711A","7721Z",0.4995
"7711A","7732Z",0.4995
"7711A","7739Z",0.9995
"7711A","7740Z",0.9995
"7711A","7911Z",0.9995
"7711A","8299Z",0.9995
"7711A","9319Z",0.4995
"7711B","4511Z",0.1245
"7711B","4791B",0.9995
"7711B","4932Z",0.9995
"7711B","7711A",0.2495
"7711B","7711B",0.3328333333
"7711B","7712Z",0.2495
"7712Z","4519Z",0.3328333333
"7712Z","4941B",0.4995
"7712Z","4941C",0.2495
"7712Z","6491Z",0.9995
"7712Z","7711A",0.4995
"7712Z","7711B",0.2495
"7712Z","7712Z",0.4995
"7712Z","7729Z",0.9995
"7712Z","7732Z",0.4995
"7712Z","7739Z",0.9995
"7712Z","8130Z",0.9995
"7712Z","9002Z",0.9995
"7721Z","2014Z",0.9995
"7721Z","3012Z",0.9995
"7721Z","4540Z",0.9995
"7721Z","4614Z",0.9995
"7721Z","4764Z",0.1661666667
"7721Z","5030Z",0.9995
"7721Z","5520Z",0.9995
"7721Z","5610A",0.4995
"7721Z","5610C",0.9995
"7721Z","6420Z",0.9995
"7721Z","6810Z",0.9995
"7721Z","6820B",0.9995
"7721Z","7022Z",0.9995
"7721Z","7721Z",0.3328333333
"7721Z","7729Z",0.3328333333
"7721Z","7739Z",0.9995
"7721Z","7740Z",0.9995
"7721Z","7911Z",0.9995
"7721Z","8130Z",0.9995
"7721Z","9311Z",0.4995
"7721Z","9329Z",0.1661666667
"7721Z","9529Z",0.2495
"7722Z","4719B",0.9995
"7722Z","5610C",0.9995
"7722Z","7721Z",0.9995
"7722Z","7722Z",0.9995
"7722Z","9002Z",0.4995
"7729Z","3320D",0.9995
"7729Z","4332A",0.9995
"7729Z","4332C",0.9995
"7729Z","4644Z",0.9995
"7729Z","4669B",0.9995
"7729Z","4669C",0.9995
"7729Z","4719B",0.9995
"7729Z","4759A",0.9995
"7729Z","4771Z",0.3328333333
"7729Z","4774Z",0.1661666667
"7729Z","4799B",0.9995
"7729Z","5610A",0.9995
"7729Z","5912Z",0.9995
"7729Z","6820B",0.4995
"7729Z","6920Z",0.9995
"7729Z","7022Z",0.9995
"7729Z","7711A",0.9995
"7729Z","7721Z",0.0995
"7729Z","7729Z",0.2495
"7729Z","7732Z",0.9995
"7729Z","7739Z",0.2495
"7729Z","8020Z",0.9995
"7729Z","8122Z",0.9995
"7729Z","8230Z",0.3328333333
"7729Z","8559B",0.9995
"7729Z","8690F",0.9995
"7729Z","9002Z",0.2495
"7729Z","9329Z",0.1661666667
"7729Z","9601A",0.4995
"7731Z","0161Z",0.9995
"7731Z","4621Z",0.9995
"7731Z","4661Z",0.3328333333
"7731Z","4669B",0.9995
"7731Z","5229B",0.9995
"7731Z","5610A",0.9995
"7731Z","7732Z",0.9995
"7731Z","7739Z",0.9995
"7731Z","8130Z",0.9995
"7732Z","0812Z",0.9995
"7732Z","1082Z",0.9995
"7732Z","3312Z",0.4995
"7732Z","3832Z",0.9995
"7732Z","4211Z",0.9995
"7732Z","4221Z",0.9995
"7732Z","4312A",0.1995
"7732Z","4312B",0.9995
"7732Z","4332B",0.9995
"7732Z","4391B",0.9995
"7732Z","4399B",0.1661666667
"7732Z","4399C",0.4995
"7732Z","4399E",0.0764230769
"7732Z","4540Z",0.9995
"7732Z","4661Z",0.9995
"7732Z","4663Z",0.4995
"7732Z","4673A",0.9995
"7732Z","4677Z",0.9995
"7732Z","4941A",0.3328333333
"7732Z","4941B",0.3328333333
"7732Z","4941C",0.4995
"7732Z","5520Z",0.9995
"7732Z","6820B",0.9995
"7732Z","7712Z",0.9995
"7732Z","7732Z",0.1106111111
"7732Z","7739Z",0.1661666667
"7732Z","8121Z",0.9995
"7732Z","8129B",0.9995
"7732Z","8230Z",0.9995
"7733Z","2899B",0.9995
"7733Z","4651Z",0.9995
"7733Z","6820B",0.9995
"7733Z","6831Z",0.9995
"7733Z","7112B",0.9995
"7733Z","7733Z",0.4995
"7733Z","7739Z",0.4995
"7733Z","8230Z",0.9995
"7734Z","4669B",0.9995
"7734Z","5010Z",0.9995
"7734Z","6491Z",0.3328333333
"7734Z","7711A",0.9995
"7734Z","7721Z",0.1423571429
"7734Z","7739Z",0.9995
"7734Z","8121Z",0.9995
"7735Z","5911B",0.9995
"7739Z","0162Z",0.9995
"7739Z","2822Z",0.9995
"7739Z","2825Z",0.9995
"7739Z","2899A",0.9995
"7739Z","3315Z",0.9995
"7739Z","3319Z",0.4995
"7739Z","3811Z",0.9995
"7739Z","3900Z",0.9995
"7739Z","4312B",0.9995
"7739Z","4332A",0.9995
"7739Z","4332C",0.9995
"7739Z","4334Z",0.9995
"7739Z","4399B",0.9995
"7739Z","4399E",0.2495
"7739Z","4540Z",0.9995
"7739Z","4646Z",0.9995
"7739Z","4651Z",0.9995
"7739Z","4663Z",0.4995
"7739Z","4669B",0.4995
"7739Z","4741Z",0.9995
"7739Z","4791B",0.9995
"7739Z","4941A",0.9995
"7739Z","4941B",0.9995
"7739Z","5520Z",0.9995
"7739Z","5911A",0.9995
"7739Z","6110Z",0.9995
"7739Z","6311Z",0.9995
"7739Z","6491Z",0.9995
"7739Z","6820A",0.9995
"7739Z","6820B",0.9995
"7739Z","7010Z",0.9995
"7739Z","7022Z",0.9995
"7739Z","7112B",0.9995
"7739Z","7420Z",0.9995
"7739Z","7490A",0.9995
"7739Z","7490B",0.9995
"7739Z","7711A",0.4995
"7739Z","7712Z",0.4995
"7739Z","7721Z",0.3328333333
"7739Z","7729Z",0.2495
"7739Z","7731Z",0.9995
"7739Z","7732Z",0.1245
"7739Z","7733Z",0.9995
"7739Z","7739Z",0.1661666667
"7739Z","7911Z",0.9995
"7739Z","7990Z",0.9995
"7739Z","8121Z",0.9995
"7739Z","8219Z",0.9995
"7739Z","8230Z",0.4995
"7739Z","8299Z",0.9995
"7739Z","9001Z",0.9995
"7739Z","9002Z",0.1661666667
"7739Z","9321Z",0.9995
"7739Z","9329Z",0.1423571429
"7740Z","1071D",0.9995
"7740Z","4669C",0.9995
"7740Z","4674A",0.9995
"7740Z","4741Z",0.9995
"7740Z","4791A",0.9995
"7740Z","4932Z",0.4995
"7740Z","5610A",0.9995
"7740Z","5920Z",0.9995
"7740Z","6810Z",0.9995
"7740Z","6820B",0.9995
"7740Z","7010Z",0.9995
"7740Z","7021Z",0.9995
"7740Z","7022Z",0.2495
"7740Z","7112B",0.9995
"7740Z","7311Z",0.9995
"7740Z","7312Z",0.9995
"7740Z","7490B",0.9995
"7740Z","7739Z",0.4995
"7740Z","7740Z",0.1423571429
"7740Z","7990Z",0.9995
"7740Z","8122Z",0.9995
"7740Z","8211Z",0.9995
"7740Z","8690A",0.9995
"7740Z","9319Z",0.9995
"7740Z","9609Z",0.9995
"7810Z","5520Z",0.9995
"7810Z","6202A",0.9995
"7810Z","7021Z",0.9995
"7810Z","7022Z",0.1661666667
"7810Z","7112B",0.9995
"7810Z","7810Z",0.1661666667
"7810Z","7820Z",0.0904090909
"7810Z","7830Z",0.9995
"7810Z","8560Z",0.9995
"7820Z","5520Z",0.4995
"7820Z","6820B",0.2495
"7820Z","7010Z",0.3328333333
"7820Z","7810Z",0.1995
"7820Z","7820Z",0.9995
"7820Z","7830Z",0.3328333333
"7820Z","8299Z",0.4995
"7830Z","3312Z",0.9995
"7830Z","4211Z",0.9995
"7830Z","4676Z",0.9995
"7830Z","4939B",0.9995
"7830Z","6203Z",0.9995
"7830Z","7010Z",0.9995
"7830Z","7022Z",0.0828333333
"7830Z","7112B",0.9995
"7830Z","7410Z",0.4995
"7830Z","7810Z",0.0995
"7830Z","7820Z",0.1661666667
"7830Z","7830Z",0.2495
"7830Z","8010Z",0.9995
"7830Z","8211Z",0.9995
"7830Z","8299Z",0.1106111111
"7830Z","9609Z",0.9995
"7911Z","4634Z",0.9995
"7911Z","4669B",0.9995
"7911Z","5010Z",0.9995
"7911Z","5510Z",0.9995
"7911Z","5520Z",0.3328333333
"7911Z","6612Z",0.9995
"7911Z","6820B",0.9995
"7911Z","7021Z",0.9995
"7911Z","7022Z",0.4995
"7911Z","7911Z",0.1995
"7911Z","7912Z",0.022755814
"7911Z","7990Z",0.9995
"7911Z","8230Z",0.1995
"7911Z","9321Z",0.9995
"7911Z","9329Z",0.4995
"7911Z","9609Z",0.9995
"7912Z","0162Z",0.9995
"7912Z","4321A",0.9995
"7912Z","4932Z",0.9995
"7912Z","5110Z",0.9995
"7912Z","5520Z",0.9995
"7912Z","7022Z",0.2495
